#FactTable
ID,D1,D2,Fact1,Fact2
4873,B,Y,93,810
4874,A,Y,15,267
4875,C,Z,38,475
4876,A,Z,22,774
4877,A,Z,10,784
4878,B,Y,61,221
4879,A,Y,23,836
4880,A,Z,87,126
4881,A,Z,7,828
4882,B,Y,90,566
4883,C,X,71,984
4884,C,Z,17,763
4885,B,Z,74,201
4886,C,Z,57,939
4887,B,X,70,92
4888,B,Y,37,633
4889,A,X,34,38
4890,B,X,22,538
4891,C,X,59,115
4892,B,Y,91,658
4893,A,Y,59,353
4894,A,X,68,984
4895,C,X,74,79
4896,C,Y,64,720
4897,C,Z,73,72
4898,A,Y,69,214
4899,B,X,6,158
4900,B,Y,80,637
4901,A,X,40,546
4902,B,Y,4,456
4903,B,Z,45,984
4904,B,Z,17,388
4905,A,Y,35,772
4906,B,X,32,259
4907,C,Z,74,868
4908,A,X,48,901
4909,A,Z,37,191
4910,B,Y,31,795
4911,C,Y,10,394
4912,A,Z,39,592
4913,B,Y,33,1
4914,A,Y,3,849
4915,A,Y,58,473
4916,A,Z,12,445
4917,C,X,55,757
4918,C,X,89,841
4919,C,Y,89,914
4920,C,X,60,3
4921,C,X,56,37
4922,C,X,42,12
4923,B,Z,28,329
4924,C,X,78,440
4925,C,X,44,787
4926,A,X,48,667
4927,A,Y,69,920
4928,C,Y,19,909
4929,C,Y,70,916
4930,A,Y,7,936
4931,A,Z,77,224
4932,A,Y,44,766
4933,A,Y,75,775
4934,A,Z,48,563
4935,A,Z,57,986
4936,A,Z,99,762
4937,B,X,34,269
4938,C,Z,84,833
4939,C,X,19,571
4940,A,Z,14,419
4941,C,Y,54,932
4942,A,Z,18,247
4943,B,Z,63,681
4944,B,Z,54,387
4945,C,X,2,231
4946,B,Y,75,193
4947,A,Z,12,581
4948,B,X,17,70
4949,A,Y,48,868
4950,C,Z,22,485
4951,A,Z,20,74
4952,C,X,63,174
4953,C,X,96,850
4954,A,Z,51,734
4955,C,Y,74,321
4956,C,X,38,525
4957,B,Y,46,181
4958,B,X,87,96
4959,A,Z,84,752
4960,A,Z,1,19
4961,C,Z,7,836
4962,B,X,3,526
4963,C,Y,43,515
4964,A,Y,49,209
4965,A,X,66,278
4966,B,X,74,170
4967,C,Y,50,89
4968,B,X,88,303
4969,A,X,88,393
4970,A,X,28,435
4971,B,Z,93,305
4972,B,X,63,496
4973,C,Z,38,875
4974,B,Z,42,933
4975,C,Z,67,60
4976,A,X,88,357
4977,B,X,52,988
4978,B,Y,99,603
4979,C,X,65,911
4980,C,X,68,425
4981,C,Z,65,645
4982,A,X,26,548
4983,B,X,28,67
4984,B,X,49,404
4985,C,Y,66,29
4986,A,Z,8,19
4987,B,Y,98,589
4988,A,Z,29,792
4989,C,X,37,848
4990,C,Y,39,111
4991,A,Y,62,684
4992,A,Z,38,144
4993,A,X,82,383
4994,A,X,60,483
4995,A,Z,91,103
4996,A,X,54,814
4997,C,X,51,98
4998,A,X,64,757
4999,A,Y,14,444
5000,B,X,31,667
5001,C,Y,84,26
5002,C,X,21,168
5003,C,Y,47,194
5004,A,Z,13,704
5005,A,Y,50,171
5006,A,Z,45,851
5007,A,X,61,622
5008,B,X,75,972
5009,A,X,46,294
5010,A,Y,46,61
5011,B,Z,21,721
5012,A,Y,63,867
5013,A,X,92,236
5014,B,Z,24,285
5015,A,X,35,909
5016,A,Z,35,771
5017,A,X,82,303
5018,C,Y,63,107
5019,A,X,93,430
5020,A,X,65,267
5021,A,Z,61,421
5022,C,Z,59,73
5023,B,X,52,436
5024,B,X,40,955
5025,A,X,80,500
5026,B,X,12,888
5027,A,X,23,785
5028,C,X,61,383
5029,B,Y,57,817
5030,C,Z,14,793
5031,B,Z,42,730
5032,C,X,9,229
5033,C,Z,66,128
5034,A,X,26,734
5035,A,Z,33,769
5036,B,Y,18,958
5037,C,Z,86,993
5038,B,Z,67,171
5039,A,X,13,900
5040,C,Z,13,945
5041,A,Y,1,937
5042,B,Z,68,754
5043,C,Z,63,415
5044,A,Z,66,426
5045,C,Y,41,762
5046,C,Y,72,668
5047,B,Y,73,459
5048,A,Y,93,570
5049,C,X,37,704
5050,B,X,98,202
5051,A,X,6,931
5052,B,X,94,554
5053,A,Z,71,153
5054,C,X,30,401
5055,B,Z,86,264
5056,A,Z,15,305
5057,B,X,55,755
5058,C,Y,35,291
5059,C,X,45,336
5060,A,Y,48,69
5061,A,Z,33,891
5062,A,Z,92,871
5063,C,Z,13,681
5064,B,X,96,136
5065,A,X,64,427
5066,B,Y,80,292
5067,C,Y,76,757
5068,B,Y,50,972
5069,A,X,33,717
5070,A,Z,66,225
5071,A,Y,79,884
5072,C,Y,42,748
5073,C,Z,98,456
5074,C,Y,92,681
5075,B,Z,60,233
5076,A,X,86,46
5077,C,Z,98,208
5078,C,Z,43,594
5079,A,Z,2,459
5080,A,Z,20,379
5081,A,Z,12,732
5082,B,Y,5,113
5083,B,Z,10,147
5084,C,X,28,759
5085,B,Z,80,114
5086,C,Z,66,375
5087,A,Z,1,424
5088,B,Z,81,706
5089,C,Y,73,912
5090,C,X,18,750
5091,B,Z,85,253
5092,C,Y,51,502
5093,A,X,1,955
5094,C,Y,24,472
5095,A,X,46,583
5096,B,Y,82,951
5097,B,Y,73,670
5098,C,X,10,206
5099,B,Z,92,864
5100,B,X,74,326
5101,A,Y,51,79
5102,A,X,39,732
5103,B,X,32,674
5104,B,X,8,798
5105,C,Y,75,380
5106,A,Y,71,539
5107,B,Z,71,548
5108,C,Y,63,121
5109,A,Z,52,281
5110,C,Y,83,700
5111,B,Z,44,870
5112,B,X,46,903
5113,B,Y,50,767
5114,A,Z,96,323
5115,A,Y,90,37
5116,B,Z,49,498
5117,C,X,79,700
5118,B,Y,38,957
5119,B,X,49,751
5120,A,X,89,824
5121,C,X,68,165
5122,C,X,44,272
5123,A,Z,59,798
5124,C,Y,31,733
5125,C,X,73,423
5126,B,Z,81,133
5127,C,Z,22,473
5128,A,X,7,894
5129,B,Z,69,430
5130,B,Z,31,997
5131,A,Z,88,258
5132,C,Y,55,860
5133,B,Y,61,455
5134,C,Z,66,673
5135,C,X,41,660
5136,C,X,8,871
5137,A,Z,74,546
5138,C,Y,40,376
5139,B,Z,9,814
5140,B,X,29,881
5141,A,Y,17,901
5142,B,X,21,196
5143,C,X,5,771
5144,B,Z,36,815
5145,A,Y,60,882
5146,C,Z,80,506
5147,C,X,34,299
5148,A,Y,77,707
5149,B,Y,79,893
5150,C,Y,51,546
5151,B,Y,99,714
5152,C,X,68,655
5153,A,X,6,850
5154,B,Z,32,46
5155,A,Z,88,974
5156,A,Z,51,147
5157,C,Z,77,805
5158,A,Z,65,379
5159,B,Z,27,403
5160,C,Z,88,886
5161,C,Y,15,471
5162,A,X,26,912
5163,C,Z,80,824
5164,A,X,73,631
5165,C,Z,28,463
5166,B,X,36,990
5167,A,X,24,637
5168,B,Y,76,616
5169,B,Y,6,396
5170,B,Y,3,84
5171,C,Z,53,990
5172,B,Z,18,306
5173,B,Z,40,829
5174,C,Y,72,105
5175,C,X,98,645
5176,A,X,32,924
5177,C,X,29,889
5178,C,Z,12,610
5179,A,Z,61,347
5180,A,Z,62,433
5181,A,X,29,501
5182,B,Y,28,719
5183,C,X,88,775
5184,C,Y,97,370
5185,A,Y,85,323
5186,A,Y,63,265
5187,C,Z,97,129
5188,A,X,4,45
5189,C,Y,77,320
5190,C,Y,34,269
5191,C,Y,60,916
5192,A,Z,63,952
5193,C,Y,29,760
5194,B,Y,82,108
5195,C,X,90,1
5196,A,Z,59,340
5197,C,Y,27,390
5198,B,X,92,737
5199,C,Z,67,321
5200,B,X,59,187
5201,B,Y,20,287
5202,C,Z,97,960
5203,A,X,90,724
5204,C,Y,92,100
5205,B,X,13,636
5206,C,Y,44,888
5207,C,X,69,377
5208,A,X,6,156
5209,B,Y,55,206
5210,A,X,51,402
5211,A,X,21,934
5212,C,X,62,178
5213,C,Y,28,709
5214,B,Z,4,222
5215,B,X,65,530
5216,B,Z,99,225
5217,B,X,47,684
5218,A,Y,74,852
5219,B,Y,63,745
5220,B,Z,36,229
5221,C,X,38,492
5222,A,Y,2,467
5223,B,X,46,72
5224,A,X,98,487
5225,C,X,91,595
5226,A,Y,77,642
5227,A,Z,25,831
5228,B,X,24,51
5229,A,X,98,909
5230,B,Y,31,899
5231,C,X,9,371
5232,B,X,61,736
5233,C,Z,32,87
5234,C,X,69,818
5235,B,Z,44,906
5236,B,X,79,943
5237,A,X,60,887
5238,B,Z,12,36
5239,C,Y,94,219
5240,A,Y,30,881
5241,B,X,18,167
5242,A,Z,69,231
5243,A,Y,3,191
5244,C,Y,13,756
5245,C,Y,7,299
5246,C,Y,14,50
5247,B,Y,47,647
5248,C,X,79,889
5249,A,Y,8,721
5250,C,X,52,134
5251,A,Y,87,58
5252,C,Z,7,977
5253,A,Y,71,157
5254,B,Y,67,329
5255,A,Y,56,39
5256,A,Z,17,384
5257,B,Y,25,592
5258,B,Y,3,938
5259,C,Z,24,58
5260,C,Z,96,248
5261,B,Z,43,428
5262,B,X,11,472
5263,B,X,6,925
5264,C,Z,95,686
5265,C,Z,10,5
5266,B,X,51,721
5267,B,Z,75,583
5268,A,Z,45,983
5269,B,Y,49,476
5270,C,X,91,690
5271,C,X,66,504
5272,B,X,35,816
5273,C,X,41,878
5274,B,Z,67,500
5275,A,Z,52,749
5276,C,X,65,311
5277,C,X,84,34
5278,B,Z,44,128
5279,B,Y,2,155
5280,C,Z,74,323
5281,B,Z,20,506
5282,C,Z,71,496
5283,A,Z,75,782
5284,A,X,98,704
5285,C,Y,87,332
5286,B,Z,33,911
5287,C,Z,77,765
5288,B,Z,3,11
5289,C,Z,72,330
5290,A,Z,72,410
5291,A,Y,73,651
5292,A,X,4,923
5293,A,Z,50,765
5294,C,X,1,891
5295,A,Z,83,274
5296,B,X,81,342
5297,A,X,19,164
5298,B,X,1,931
5299,A,Z,28,929
5300,B,Z,85,190
5301,A,Z,75,955
5302,C,Z,53,449
5303,A,X,68,581
5304,A,Z,20,784
5305,C,Y,84,618
5306,A,Y,83,794
5307,C,X,70,509
5308,B,Z,3,317
5309,B,Z,22,525
5310,C,X,35,51
5311,C,Y,43,836
5312,C,X,26,921
5313,C,Z,99,762
5314,C,X,92,580
5315,A,Y,64,206
5316,A,Y,39,54
5317,C,Y,26,903
5318,A,Z,78,550
5319,C,Z,47,968
5320,B,X,96,200
5321,C,Y,50,184
5322,C,X,76,64
5323,B,Y,78,818
5324,C,Z,63,474
5325,B,Y,40,10
5326,B,X,3,442
5327,B,X,4,456
5328,C,Y,29,715
5329,B,Z,90,167
5330,B,Y,7,976
5331,C,Z,70,467
5332,B,Z,14,598
5333,C,Z,51,547
5334,C,Y,97,932
5335,C,X,52,82
5336,C,Y,44,320
5337,A,X,86,156
5338,B,X,83,600
5339,C,Z,93,164
5340,B,X,42,470
5341,B,Y,23,746
5342,A,Y,78,290
5343,A,Z,45,161
5344,A,X,38,849
5345,B,X,23,360
5346,B,X,65,87
5347,C,Y,35,76
5348,B,Z,70,536
5349,A,Y,29,604
5350,B,Z,20,839
5351,A,Y,22,390
5352,A,X,44,233
5353,A,Y,6,887
5354,A,X,63,207
5355,A,Z,17,526
5356,A,Y,28,306
5357,A,Z,41,830
5358,B,Z,84,353
5359,B,Z,91,642
5360,C,Y,76,357
5361,C,X,25,35
5362,C,X,46,700
5363,A,Z,47,123
5364,B,X,48,513
5365,B,X,10,546
5366,B,X,81,267
5367,C,Y,9,258
5368,A,Z,25,588
5369,B,Y,60,432
5370,C,Z,2,242
5371,C,X,77,511
5372,B,Z,26,700
5373,B,Y,68,611
5374,B,X,30,707
5375,B,Y,47,685
5376,B,X,77,843
5377,C,Z,74,677
5378,B,Z,52,63
5379,C,Y,83,274
5380,C,Y,28,762
5381,B,X,50,234
5382,B,X,58,571
5383,C,Z,57,137
5384,B,Z,89,897
5385,C,Z,94,125
5386,B,Z,55,291
5387,A,X,54,725
5388,B,X,16,424
5389,B,Z,95,522
5390,A,X,95,675
5391,A,Z,19,604
5392,B,X,53,243
5393,B,Z,78,5
5394,A,Z,15,963
5395,C,X,9,780
5396,A,Z,83,766
5397,B,Y,5,887
5398,A,X,78,17
5399,A,Y,91,719
5400,B,Y,58,431
5401,A,Z,95,890
5402,C,X,17,291
5403,A,Z,15,239
5404,A,Z,43,214
5405,A,Z,98,778
5406,A,X,41,920
5407,C,Z,23,175
5408,B,X,98,31
5409,B,Z,59,729
5410,B,Z,40,960
5411,B,Y,29,130
5412,B,X,96,481
5413,B,Y,54,970
5414,B,X,10,194
5415,C,X,55,68
5416,A,Y,65,199
5417,A,X,42,503
5418,B,X,25,985
5419,B,X,41,445
5420,A,Y,7,772
5421,A,Z,18,182
5422,A,X,98,194
5423,C,Z,62,471
5424,B,Z,76,884
5425,B,X,60,770
5426,B,X,57,257
5427,C,Z,69,695
5428,A,Z,58,231
5429,B,Y,42,77
5430,A,Y,93,324
5431,B,X,58,141
5432,A,X,97,440
5433,C,Y,18,103
5434,B,Y,10,166
5435,B,X,50,783
5436,A,Z,29,174
5437,B,Y,41,422
5438,C,Z,84,952
5439,A,Y,74,338
5440,B,Y,12,307
5441,A,Y,27,871
5442,A,Z,23,552
5443,B,Z,73,73
5444,A,Y,54,174
5445,A,Z,67,609
5446,A,Z,16,281
5447,C,Z,27,162
5448,C,X,47,246
5449,C,Z,30,310
5450,B,X,12,444
5451,A,X,59,928
5452,B,X,60,386
5453,B,X,18,862
5454,C,X,47,421
5455,C,Z,97,306
5456,A,Z,40,447
5457,B,Y,61,756
5458,B,Y,8,867
5459,A,Y,70,747
5460,C,Z,18,128
5461,C,Z,9,38
5462,C,Z,31,187
5463,C,Z,45,626
5464,A,X,11,622
5465,A,Y,99,645
5466,A,Y,19,481
5467,A,X,62,900
5468,A,Z,6,383
5469,C,Y,30,740
5470,C,X,56,911
5471,B,Y,2,702
5472,C,Y,37,114
5473,B,Z,31,133
5474,C,Z,79,263
5475,C,Z,9,244
5476,A,Z,94,749
5477,C,X,3,767
5478,B,X,25,548
5479,A,X,43,120
5480,A,Z,67,566
5481,C,Y,67,637
5482,A,Y,88,924
5483,B,X,73,62
5484,B,Z,99,302
5485,B,X,74,265
5486,B,Z,31,962
5487,A,Z,3,556
5488,B,Z,49,876
5489,B,Z,18,960
5490,B,Z,29,33
5491,C,Y,20,24
5492,C,Y,14,666
5493,A,Z,69,510
5494,B,Y,45,370
5495,A,Y,11,579
5496,C,Y,68,502
5497,C,Y,78,36
5498,A,X,73,861
5499,C,Y,10,716
5500,B,Z,11,563
5501,C,X,67,178
5502,B,Z,51,578
5503,C,X,53,550
5504,C,X,71,541
5505,A,X,53,902
5506,C,Z,38,63
5507,A,X,65,866
5508,B,X,26,562
5509,A,Y,30,859
5510,C,Y,9,521
5511,B,Z,7,295
5512,A,Y,79,41
5513,A,Z,50,781
5514,A,Z,78,464
5515,A,X,42,176
5516,C,X,99,471
5517,B,X,81,11
5518,A,Z,94,120
5519,A,Z,66,548
5520,A,X,57,276
5521,C,Y,7,675
5522,C,X,46,953
5523,A,Y,40,266
5524,A,Y,7,90
5525,B,X,90,639
5526,B,X,77,693
5527,C,X,61,455
5528,A,X,66,936
5529,C,X,38,76
5530,A,Z,63,141
5531,B,X,57,995
5532,B,Y,94,417
5533,C,Z,91,566
5534,C,X,60,123
5535,C,X,95,593
5536,B,X,78,964
5537,A,Y,16,79
5538,A,Y,51,229
5539,C,Y,62,56
5540,A,X,25,210
5541,A,Y,33,714
5542,C,Y,46,62
5543,B,Y,71,931
5544,C,Z,23,156
5545,C,Z,19,157
5546,C,Z,81,686
5547,A,Z,60,523
5548,C,Y,61,518
5549,C,Z,57,736
5550,B,X,11,720
5551,B,Z,81,557
5552,C,Y,45,590
5553,B,Y,48,184
5554,C,Y,64,199
5555,B,X,87,912
5556,C,Y,74,8
5557,B,Z,74,109
5558,A,X,64,851
5559,B,Z,56,294
5560,B,Y,52,794
5561,C,Y,22,572
5562,B,Z,31,285
5563,B,X,99,819
5564,A,Y,89,347
5565,C,Y,70,201
5566,A,Z,39,304
5567,C,Y,94,188
5568,C,Z,44,414
5569,C,X,95,148
5570,B,Y,74,548
5571,C,Z,72,371
5572,A,X,12,58
5573,B,Z,27,420
5574,C,X,39,926
5575,C,Z,81,337
5576,B,X,2,453
5577,A,Z,38,740
5578,A,Z,68,51
5579,B,Y,50,689
5580,B,Y,88,704
5581,B,Z,36,165
5582,B,X,54,598
5583,B,Y,26,772
5584,C,X,13,266
5585,A,Y,94,419
5586,B,X,83,51
5587,C,X,72,976
5588,B,Z,77,934
5589,A,Y,97,909
5590,A,Y,73,459
5591,A,Y,92,533
5592,A,X,49,722
5593,C,X,30,981
5594,A,Y,17,407
5595,B,Z,88,528
5596,A,Z,95,996
5597,C,Z,78,859
5598,A,Z,50,771
5599,B,X,73,788
5600,C,Z,17,337
5601,C,Z,41,895
5602,B,Z,95,564
5603,A,X,98,741
5604,A,X,36,335
5605,A,X,81,103
5606,A,Z,44,563
5607,A,Z,92,728
5608,A,Y,35,188
5609,A,X,13,940
5610,C,X,74,901
5611,A,Y,76,819
5612,A,Y,97,907
5613,A,Z,3,109
5614,B,X,94,31
5615,A,Z,39,801
5616,C,Z,27,165
5617,A,X,81,403
5618,C,Y,72,536
5619,B,X,91,91
5620,B,X,74,230
5621,C,X,76,688
5622,C,Z,68,804
5623,B,X,72,561
5624,C,X,36,640
5625,A,X,2,813
5626,B,Y,48,62
5627,B,Z,93,96
5628,C,Z,28,283
5629,A,Y,84,998
5630,A,Y,53,885
5631,B,X,28,431
5632,C,X,9,546
5633,A,Y,45,383
5634,A,X,14,569
5635,C,X,3,889
5636,C,X,58,998
5637,B,X,60,200
5638,A,Z,54,937
5639,B,Y,95,787
5640,B,Y,44,234
5641,C,Z,27,672
5642,A,Y,6,127
5643,C,Z,29,637
5644,C,X,26,832
5645,B,Z,84,287
5646,A,Y,68,75
5647,C,Z,99,926
5648,B,X,20,724
5649,A,X,78,422
5650,C,Y,51,914
5651,A,Y,63,10
5652,B,Z,21,399
5653,B,X,94,648
5654,C,Z,86,636
5655,B,Y,97,655
5656,B,Z,1,434
5657,B,Y,68,924
5658,A,Z,26,156
5659,C,Y,64,545
5660,C,X,81,435
5661,B,Y,50,738
5662,B,Z,68,481
5663,A,X,68,887
5664,C,Y,73,488
5665,A,Z,33,504
5666,C,Z,80,609
5667,C,Y,82,856
5668,A,Y,88,454
5669,A,X,57,82
5670,B,Y,58,634
5671,C,Y,18,996
5672,B,Y,28,997
5673,C,Z,64,897
5674,B,X,61,797
5675,B,X,21,429
5676,C,Z,61,66
5677,B,Y,27,241
5678,A,Z,54,689
5679,A,Z,15,703
5680,B,Y,31,581
5681,C,Z,50,126
5682,C,Y,23,549
5683,C,Z,2,895
5684,B,X,58,223
5685,A,Z,30,641
5686,B,Z,46,566
5687,A,Z,28,755
5688,B,Y,9,299
5689,B,X,30,790
5690,C,Y,36,915
5691,A,Z,43,812
5692,B,Z,91,503
5693,A,Z,43,610
5694,B,Y,42,129
5695,A,Y,81,127
5696,B,Z,88,687
5697,A,Z,16,456
5698,C,Z,58,557
5699,A,Z,80,591
5700,B,X,40,931
5701,A,Y,21,89
5702,B,Z,42,500
5703,C,X,45,319
5704,C,X,75,68
5705,B,X,76,192
5706,A,X,15,964
5707,B,Y,90,491
5708,A,Y,76,268
5709,A,Y,78,875
5710,C,Z,58,41
5711,B,Z,52,618
5712,A,Y,5,292
5713,A,Y,99,67
5714,A,Z,64,741
5715,B,Y,67,462
5716,B,Y,22,910
5717,A,Y,45,738
5718,A,Y,53,175
5719,A,Z,83,835
5720,C,X,28,477
5721,C,X,10,429
5722,A,X,50,17
5723,A,X,86,506
5724,C,Z,58,802
5725,A,Z,96,49
5726,B,Y,20,697
5727,B,Z,94,84
5728,C,X,62,55
5729,A,X,86,196
5730,B,X,88,599
5731,A,Y,39,853
5732,C,Y,83,839
5733,A,Z,14,269
5734,A,X,73,308
5735,A,Y,67,165
5736,B,Z,33,986
5737,B,Z,5,553
5738,C,X,6,71
5739,A,Z,40,882
5740,A,Y,43,537
5741,C,Y,80,440
5742,B,Y,51,810
5743,B,X,99,956
5744,B,X,75,903
5745,A,Y,3,303
5746,B,Z,26,377
5747,C,Z,35,615
5748,B,X,67,578
5749,A,X,12,478
5750,A,Z,36,965
5751,A,X,65,282
5752,A,X,60,937
5753,B,Z,49,796
5754,B,X,69,337
5755,C,Y,34,716
5756,A,X,74,466
5757,B,X,7,883
5758,B,Z,27,881
5759,A,Y,4,57
5760,B,Z,35,463
5761,B,X,77,185
5762,A,Y,33,231
5763,C,Z,36,530
5764,C,X,36,362
5765,C,X,25,752
5766,C,Z,52,171
5767,C,Y,19,545
5768,B,Y,42,846
5769,B,X,39,120
5770,B,Y,24,9
5771,C,X,93,927
5772,B,Y,57,81
5773,C,X,11,578
5774,B,X,39,692
5775,B,X,71,95
5776,A,X,50,385
5777,B,X,68,583
5778,C,Z,89,949
5779,A,Y,12,85
5780,A,Z,29,940
5781,B,Y,53,857
5782,C,X,94,102
5783,A,Y,95,364
5784,B,Z,62,868
5785,B,X,13,695
5786,A,Z,52,403
5787,C,Z,63,927
5788,B,Y,24,391
5789,B,Z,39,738
5790,B,Z,32,87
5791,C,X,2,832
5792,C,Z,60,756
5793,B,X,61,989
5794,B,Z,54,217
5795,C,Y,94,789
5796,B,Y,49,670
5797,B,X,40,259
5798,C,Y,38,506
5799,A,Z,94,599
5800,A,Z,26,322
5801,B,Y,38,756
5802,C,Y,47,837
5803,B,Z,53,248
5804,B,Y,93,888
5805,B,Z,91,315
5806,A,Y,36,893
5807,A,Z,39,174
5808,B,X,1,309
5809,C,Y,27,440
5810,A,Z,54,389
5811,C,X,69,598
5812,C,X,64,635
5813,C,Y,31,743
5814,B,Z,13,301
5815,A,Z,75,434
5816,C,Z,65,818
5817,B,X,63,696
5818,B,Z,46,976
5819,B,Z,20,128
5820,C,Z,50,905
5821,C,X,57,157
5822,B,Y,1,581
5823,A,Y,64,674
5824,B,X,97,629
5825,C,X,20,37
5826,A,Y,39,627
5827,A,Z,54,67
5828,A,Z,24,751
5829,B,Y,47,733
5830,A,Z,81,50
5831,A,X,91,560
5832,C,Z,62,192
5833,B,Y,73,833
5834,A,Z,29,415
5835,A,X,23,884
5836,C,Y,40,902
5837,C,Z,99,274
5838,A,Z,55,150
5839,A,Y,80,97
5840,A,Z,72,230
5841,A,Z,66,580
5842,B,Y,29,817
5843,A,Z,59,636
5844,B,X,67,967
5845,B,X,9,538
5846,A,X,48,815
5847,A,Z,28,124
5848,C,Z,20,559
5849,B,X,83,902
5850,B,Y,39,613
5851,A,X,36,40
5852,A,X,43,246
5853,A,Y,8,321
5854,A,Z,55,30
5855,C,X,96,57
5856,A,X,5,210
5857,C,X,70,459
5858,A,X,8,896
5859,A,Y,24,894
5860,B,X,53,146
5861,A,X,93,643
5862,B,Y,58,27
5863,B,Y,67,308
5864,A,Y,5,429
5865,C,Y,69,874
5866,B,Z,91,197
5867,A,Z,14,345
5868,C,Z,27,718
5869,B,X,2,363
5870,B,Y,23,772
5871,B,X,55,739
5872,B,Y,47,645
5873,C,Z,73,431
5874,C,Z,6,716
5875,A,Y,69,59
5876,B,Y,13,727
5877,B,Y,19,649
5878,B,X,98,471
5879,B,Z,3,399
5880,B,Y,94,749
5881,B,Y,64,142
5882,C,X,48,650
5883,B,X,90,850
5884,C,Z,35,307
5885,A,Z,59,9
5886,C,X,22,625
5887,A,X,73,90
5888,A,Y,18,330
5889,C,X,27,495
5890,C,Y,30,417
5891,B,X,76,162
5892,B,X,97,860
5893,A,X,88,422
5894,A,X,84,808
5895,C,Z,1,659
5896,A,Z,22,901
5897,B,Z,29,694
5898,C,X,34,647
5899,B,Z,55,16
5900,C,X,19,945
5901,A,Z,1,139
5902,A,Z,39,629
5903,B,Z,83,59
5904,A,Y,51,133
5905,C,X,91,584
5906,B,X,78,52
5907,B,Z,52,226
5908,A,Y,68,410
5909,A,X,2,702
5910,C,X,40,680
5911,A,Z,24,303
5912,B,Z,45,119
5913,C,Y,32,134
5914,B,Y,8,999
5915,B,X,31,585
5916,B,Z,29,661
5917,A,Y,55,68
5918,C,Z,49,117
5919,C,Y,9,98
5920,A,Z,91,945
5921,A,Z,6,410
5922,A,X,6,348
5923,A,Z,36,399
5924,B,Y,27,155
5925,B,Y,53,613
5926,A,Y,81,253
5927,B,Z,58,825
5928,B,X,13,617
5929,A,X,29,132
5930,B,X,6,816
5931,A,Y,3,298
5932,C,X,51,677
5933,C,Z,85,528
5934,A,Z,57,265
5935,B,X,15,608
5936,A,Y,82,171
5937,C,X,91,183
5938,C,Z,5,28
5939,A,Z,47,977
5940,A,Z,9,560
5941,A,X,73,176
5942,B,X,20,508
5943,A,Z,16,849
5944,A,X,20,923
5945,B,X,19,83
5946,B,X,90,471
5947,C,Y,79,1
5948,C,Y,25,442
5949,A,X,63,991
5950,C,Z,70,453
5951,C,X,51,85
5952,B,Y,10,992
5953,B,Y,28,556
5954,B,X,91,573
5955,C,Y,80,812
5956,B,X,36,203
5957,C,Y,78,802
5958,B,Y,11,175
5959,C,X,12,148
5960,B,Z,15,685
5961,C,Y,65,514
5962,C,X,74,524
5963,B,Y,51,310
5964,B,Z,64,338
5965,B,Y,66,776
5966,A,Y,69,122
5967,A,Y,90,885
5968,B,X,28,6
5969,B,Y,54,611
5970,A,Y,54,142
5971,B,Z,84,118
5972,B,X,14,729
5973,A,Y,89,186
5974,C,Z,48,353
5975,A,X,21,127
5976,B,Z,1,138
5977,B,Y,97,205
5978,C,X,41,181
5979,B,Y,95,844
5980,B,Z,99,126
5981,A,Z,38,10
5982,A,Z,37,761
5983,B,X,99,920
5984,B,X,17,855
5985,B,Z,56,275
5986,B,Y,6,899
5987,C,Y,90,134
5988,A,Y,2,754
5989,A,X,23,145
5990,B,X,88,274
5991,B,Z,77,912
5992,B,Z,73,147
5993,A,Z,58,52
5994,B,X,37,360
5995,B,Y,87,363
5996,C,Z,50,83
5997,A,Y,29,119
5998,C,Y,7,267
5999,B,Z,15,109
6000,C,Y,48,862
6001,C,X,93,616
6002,A,Y,14,860
6003,C,Y,99,148
6004,B,Z,64,722
6005,B,Y,71,649
6006,B,Z,95,304
6007,B,Z,11,898
6008,A,Y,1,90
6009,B,Z,57,546
6010,A,Z,8,27
6011,A,X,3,326
6012,A,X,27,766
6013,B,X,81,777
6014,A,Z,67,664
6015,C,Z,46,874
6016,C,Z,96,88
6017,B,X,4,632
6018,C,X,66,486
6019,C,Y,38,273
6020,C,Y,14,600
6021,C,Y,61,195
6022,A,X,64,708
6023,C,X,70,640
6024,B,Y,19,96
6025,B,Z,48,11
6026,C,Y,34,682
6027,C,X,88,832
6028,C,X,35,118
6029,C,Y,66,791
6030,C,Z,48,99
6031,A,Y,95,824
6032,B,X,21,512
6033,B,Z,25,582
6034,A,Y,16,563
6035,A,Y,65,102
6036,A,Z,20,211
6037,B,X,5,373
6038,B,Y,9,595
6039,C,Z,3,23
6040,A,Z,28,321
6041,B,Y,2,724
6042,B,Z,61,728
6043,C,X,36,595
6044,C,X,29,923
6045,B,Y,40,271
6046,A,Z,17,889
6047,C,Y,40,521
6048,B,Z,43,99
6049,C,Z,50,942
6050,A,Y,6,930
6051,B,Y,66,300
6052,A,Y,94,81
6053,C,Y,80,954
6054,A,X,94,10
6055,A,Y,91,258
6056,C,Z,99,624
6057,A,Y,86,97
6058,B,X,85,301
6059,C,X,56,745
6060,A,Z,91,982
6061,A,Y,25,714
6062,C,Z,30,577
6063,A,Z,50,706
6064,B,Y,61,129
6065,C,Z,53,273
6066,B,Z,95,43
6067,B,Y,81,374
6068,B,Z,77,223
6069,C,X,76,863
6070,C,X,19,305
